iteration,country_name,currency,is_circulation,person,years_of_birth_death,in_circulation_since,years_of_circulation,reason_for_honor,denomination,obverse_or_reverse
96,Singapore,NA,1,Yusof bin Ishak,1910–1970,1999,NA,First President of Singapore (1965–1970),"S$10,000",obverse
97,Singapore,NA,1,Lee Kuan Yew,1923-2015,2015 (commemorative),NA,1st Prime Minister of Singapore (1959-1990),S$50,Both
98,Sri Lanka,NA,1,"Percy Mahendra ""Mahinda"" Rajapaksa",1945,2009 (commemorative),NA,6th President of Sri Lanka (2005-2015),"1,000 rupees",Obverse
99,Swaziland (eSwatini),NA,1,Mswati III,1968-,1974,NA,King of Swaziland (1986-),10 emalangeni,Obverse
99,Swaziland (eSwatini),NA,1,Mswati III,1968-,1974,NA,King of Swaziland (1986-),20 emalangeni,Obverse
99,Swaziland (eSwatini),NA,1,Mswati III,1968-,1990,NA,King of Swaziland (1986-),50 emalangeni,Obverse
99,Swaziland (eSwatini),NA,1,Mswati III,1968-,1996,NA,King of Swaziland (1986-),100 emalangeni,Obverse
99,Swaziland (eSwatini),NA,1,Mswati III,1968-,1998,NA,King of Swaziland (1986-),200 emalangeni,Obverse
100,Sweden,NA,1,Astrid Lindgbvnnnvbren,1907–2002,2015,NA,Writer,20 kr,obverse
100,Sweden,NA,1,Evert Taube,1890–1976,2015,NA,"Artist, author, composer and singer",50 kr,obverse
100,Sweden,NA,1,Greta Garbo,1905–1990,2016,NA,Actress,100 kr,obverse
100,Sweden,NA,1,Ingmar Bergman,1918–2007,2015,NA,"Film director, producer and screenwriter",200 kr,obverse
100,Sweden,NA,1,Birgit Nilsson,1918–2005,2016,NA,Soprano,500 kr,obverse
100,Sweden,NA,1,Dag Hammarskjöld,1905–1961,2015,NA,Secretary-General of the United Nations (1953-1961),"1,000 kr",obverse
101,Switzerland,NA,1,Jacob Burckhardt,1818–1897,1998,NA,historian of the arts,"1,000 Fr.",obverse
101,Switzerland,NA,1,Le Corbusier,1887–1965,1997,NA,modernist architect,10 Fr.,obverse
101,Switzerland,NA,1,Alberto Giacometti,1901–1966,1998,NA,"sculptor, painter, draftsman",100 Fr.,obverse
101,Switzerland,NA,1,Arthur Honegger,1892–1955,1996,NA,composer,20 Fr.,obverse
101,Switzerland,NA,1,Charles Ferdinand Ramuz,1878–1947,1997,NA,French-speaking Swiss author,200 Fr.,obverse
101,Switzerland,NA,1,Sophie Taeuber-Arp,1889–1943,1995,NA,"artist, painter, sculptor",50 Fr.,obverse
102,Syria,NA,1,Marcus Julius Philippus (Philip the Arab),c. 204-249,1998,NA,29th Emperor of the Roman Empire,100 Syrian pounds,Obverse
102,Syria,NA,1,Ṣalāḥ ad-Dīn Yūsuf ibn Ayyūb (Saladin),1138-1193,1997,NA,Sultan of Egypt and Syria and Kurdish General,200 Syrian pounds,Obverse
102,Syria,NA,1,Zenobia,240-c. 275,1998,NA,Queen of the Palmyrene Empire (267-271),500 Syrian pounds,Obverse
102,Syria,NA,1,Hafez al-Assad,1930-2000,1997,NA,President of Syria (1971-2000),"1,000 Syrian pounds",Obverse
102,Syria,NA,1,Bashar al-Assad,1965,2017,NA,President of Syria (2000-present),"2,000 Syrian pounds",Obverse
103,Taiwan (Republic of China),NA,1,Sun Yat-sen,1866–1925,2001,NA,"Founding father of the Republic of China; Provincial President of the Republic of China (January 1-March 10, 1912)",$100,obverse
103,Taiwan (Republic of China),NA,1,Chiang Kai-shek,1887–1975,2002,NA,President of the Republic of China (1948–1975),$200,obverse
104,Tanzania,NA,1,Julius Kambarage Nyerere,1922-1999,2003,NA,1st President of Tanzania (1964-1985),"1,000 Shillings/Shilingi",Obverse
105,Tajikistan,NA,1,Isma'il ibn Ahmad (Somoni),849-907,1999,NA,Amir of Transoxiana (892–907) and Khorasan (900–907),1 dirams,Obverse
105,Tajikistan,NA,1,Isma'il ibn Ahmad (Somoni),849-907,1999,NA,Amir of Transoxiana (892–907) and Khorasan (900–907),5 dirams,Obverse
105,Tajikistan,NA,1,Isma'il ibn Ahmad (Somoni),849-907,1999,NA,Amir of Transoxiana (892–907) and Khorasan (900–907),20 dirams,Obverse
105,Tajikistan,NA,1,Isma'il ibn Ahmad (Somoni),849-907,1999,NA,Amir of Transoxiana (892–907) and Khorasan (900–907),50 dirams,Obverse
105,Tajikistan,NA,1,Mirzo Tursunzoda,1911-1977,1999-2000,NA,Poet,1 somoni,Obverse
105,Tajikistan,NA,1,Shirinsho Shotemur,1899-1937,2010,NA,Politician,3 somoni,Obverse
105,Tajikistan,NA,1,Sadriddin Ayni,1878-1954,1999-2013,NA,"Poet, writer, novelist, journalist and historian; recipient of the Order of Lenin",5 somoni,Obverse
105,Tajikistan,NA,1,Mir Sayyid Ali Hamadani,1314-1384,1999-2013,NA,"Sūfī of the Kubrāwī order, poet and a prominent Muslim scholar",10 somoni,Obverse
105,Tajikistan,NA,1,Avicenna (Ibn Sīnā),980-1037,1999-2013,NA,Polymath and jurist,20 somoni,Obverse
105,Tajikistan,NA,1,Bobojon Ghafurov,1908-1977,1999-2013,NA,"Historian, academician, and author",50 somoni,Obverse
105,Tajikistan,NA,1,Isma'il ibn Ahmad (Somoni),849-907,1999-2013,NA,Amir of Transoxiana (892–907) and Khorasan (900–907),100 somoni,Obverse
105,Tajikistan,NA,1,Nusratullo Makhsum,1881-1937,2010,NA,Statesman and national hero of Tajikistan,200 somoni,Obverse
105,Tajikistan,NA,1,Rudaki (Abuabdulloh Rudaki),858-941,2010,NA,Founder of Tajik classic literature,500 somoni,Obverse
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Ananda Mahidol (Rama VIII),1927-2016 (King Rama IX (Bhumibol Adulyadej); 1925–1946 (King Rama VIII (Ananda Mahidol)),2003,NA,King of Thailand (1946-2016) (King Rama IX (Bhumibol Adulyadej); King of Thailand (1935-1946) (King Rama VIII (Ananda Mahidol)),20 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Ananda Mahidol (Rama VIII)
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Ram Khamhaeng,1927-2016 (King Rama IX (Bhumibol Adulyadej); 1237–1247 to 1298–1317 (King Ram Khamhaeng),2013,NA,"King of Thailand (1946-2016); third King of the Phra Ruang dynasty, ruling the Sukhothai Kingdom (1279-1298)",20 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Ram Khamhaeng)
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Mongkut (Rama IV),1927-2016 (King Bhumibol Adulyadej (Rama IX); 1804–1868 (King Mongkut (Rama IV),2004,NA,King of Thailand (1946-2016)  (King Bhumibol Adulyadej (Rama IX); King of Siam (1851-1868) (King Mongkut (Rama IV),50 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Mongkut (Rama IV)
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Naresuan,1927-2016 (King Bhumibol Adulyadej (Rama IX); 1555–1605 (King Naresuan),2012,NA,King of Thailand (1946-2016) (King Bhumibol Adulyadej (Rama IX); King of the Ayutthaya Kingdom (1590-1605) (King Naresuan),50 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Naresuan)
106,Thailand,NA,1,"King Bhumibol Adulyadej (Rama IX), King Chulalongkorn (Rama V) and King Vajiravudh (Rama VI)",1927-2016 (King Bhumibol Adulyadej (Rama IX); 1853–1910 (King Chulalongkorn (Rama V); 1880–1925 (King Vajiravudh (Rama VI),2005,NA,King of Thailand (1946-2016); King of Siam (1868-1910) (King Chulalongkorn (Rama V); 1910–1925 (King Vajiravudh (Rama VI),100 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Chulalongkorn (Rama V) and (King Vajiravudh (Rama VI)
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Taksin,1927-2016 (King Bhumibol Adulyadej (Rama IX); 1734–1782 (King Taksin),2015,NA,King of Thailand (1946-2016) (King Bhumibol Adulyadej (Rama IX); 1767–1782 (King Taksin),100 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Taksin)
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Nangklao (Rama III),1927-2016 (King Bhumibol Adulyadej (Rama IX); 1787–1851 (King Nanglao (Rama III),2001,NA,King of Thailand (1946-2016) (King Rama IX (Bhumibol Adulyadej); King of Siam (1824-1851) (King Nangklao (Rama III),500 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Nangklao (Rama III)
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Buddha Yodfa Chulaloke (Rama I),1927-2016 (King Bhumibol Adulyadej (Rama IX); 1737–1809 (King Buddha Yodfa Chulaloke (Rama I),2014,NA,King of Thailand (1946-2016) (King Bhumibol Adulyadej (Rama IX); King of Siam (1782-1809) (King Buddha Yodfa Chulaloke (Rama I),500 baht,Obverse (King Bhumibol Adulyadej (Rama IX); Reverse (King Buddha Yodfa Chulaloke (Rama I)
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX),1927-2016,2005,NA,King of Thailand (1946-2016),"1,000 baht",Both
106,Thailand,NA,1,King Bhumibol Adulyadej (Rama IX) and King Chulalongkorn (Rama V),1927-2016 (King Bhumibol Adulyadej (Rama IX)); 1853–1910 (King Chulalongkorn (Rama V),2015,NA,King of Thailand (1946-2016) (King Bhumibol Adulyadej (Rama IX)); King of Siam (1868-1910) (King Chulalongkorn (Rama V),"1,000 baht",Obverse (King Bhumibol Adulyadej (Rama IX)); Reverse (King Chulalongkorn (Rama V)
106,Thailand,NA,1,King Maha Vajiralongkorn (Rama X),1952-,2018,NA,King of Thailand (2016-),"All (20 to 1,000 baht)","Obverse (20 to 1,000 baht) and Reverse (1,000 baht)"
107,Tonga,NA,1,King Siaosi (George) Tupou V of Tonga,1948-2012,2008 and 2009,NA,King of Tonga (2006-2012),All (T$1–100),Obverse
107,Tonga,NA,1,King Tupou VI of Tonga,1959-,2015,NA,King of Tonga (2012-),All (T$2–100),Obverse
108,Transnistria,NA,1,Alexander Suvorov,1730-1800,2000,NA,General of the Imperial Russian Army; founder of the city and capital of Tiraspol,1 ruble,Obverse
108,Transnistria,NA,1,Alexander Suvorov,1730-1800,2000,NA,General of the Imperial Russian Army; founder of the city and capital of Tiraspol,5 rubles,Obverse
108,Transnistria,NA,1,Alexander Suvorov,1730-1800,2000,NA,General of the Imperial Russian Army; founder of the city and capital of Tiraspol,10 rubles,Obverse
108,Transnistria,NA,1,Alexander Suvorov,1730-1800,2000,NA,General of the Imperial Russian Army; founder of the city and capital of Tiraspol,25 rubles,Obverse
108,Transnistria,NA,1,Taras Shevchenko,1814-1861,2000,NA,Poet; founder of the modern Ukrainian literature and the modern Ukrainian language,50 rubles,Obverse
108,Transnistria,NA,1,Dimitrie Cantemir,1673-1723,2000,NA,Prince of Moldavia,100 rubles,Obverse
108,Transnistria,NA,1,Pyotr Alexandrovich Rumyantsev-Zadunaisky,1725-1796,2004,NA,"General of the Russian Empire, Collegium of Little Russia",200 rubles,Obverse
108,Transnistria,NA,1,Catherine II (the Great),1729-1796,2004,NA,Empress of the Russian Empire,500 rubles,Obverse
109,Tunisia,NA,1,Hannibal,"247-183, 182 or 181 BC",1993,NA,General and commander-in-chief of the Carthaginian armies,5 dinars,Obverse
109,Tunisia,NA,1,Hannibal,"247-183, 182 or 181 BC",2013,NA,General and commander-in-chief of the Carthaginian armies,5 dinars,Obverse
109,Tunisia,NA,1,Ibn Khaldun,1332-1046,1994,NA,Historiographer and historian,10 dinars,Obverse
109,Tunisia,NA,1,Dido,,2005,NA,Queen and founder of Carthage,10 dinars,Obverse
109,Tunisia,NA,1,Aboul-Qacem Echebbi,1909-1934,2013,NA,Poet,10 dinars,Obverse
109,Tunisia,NA,1,Hayreddin Pasha,1820-1890,1992,NA,Grand Vizier of the Beylik of Tunis (1873-1877); Grand Vizier of the Ottoman Empire (1878-1879),20 dinars,Obverse
109,Tunisia,NA,1,Hayreddin Pasha,1820-1890,2011,NA,Grand Vizier of the Beylik of Tunis (1873-1877); Grand Vizier of the Ottoman Empire (1878-1879),20 dinars,Obverse
109,Tunisia,NA,1,Farhat Hached,1914-1952,2017,NA,Trades Union leader; leader of the Tunisian Independence Movement,20 dinars,Obverse
109,Tunisia,NA,1,Aboul-Qacem Echebbi,1909-1934,1997,NA,Poet,30 dinars,Obverse
109,Tunisia,NA,1,Ibn El Rachiq Kairouani,,2008,NA,,50 dinars,Obverse
109,Tunisia,NA,1,Ibn El Rachiq Kairouani,,2011,NA,,50 dinars,Obverse
110,Turkey,NA,1,Mustafa Kemal Atatürk,1881-1938,2009,NA,Founder and 1st President of Turkey (1923-1938),All (₺5-₺200),Obverse
110,Turkey,NA,1,Aydın Sayılı,1913-1993,2009,NA,Historian of science,₺5,Reverse
110,Turkey,NA,1,Cahit Arf,1910-1997,2009,NA,"Mathematician; known for the Arf invariant of a quadratic form in characteristic 2 (applied in knot theory and surgery theory) in topology, the Hasse–Arf theorem in ramification theory, Arf semigroups, and Arf rings",₺10,Reverse
110,Turkey,NA,1,Mimar Kemalettin (Ahmet Kemalettin),1870-1927,2009,NA,Architect,₺20,Reverse
110,Turkey,NA,1,Fatma Aliye Topuz,1862-1936,2009,NA,"Novelist, columnist, essayist, women's rights activist and humanitarian",₺50,Reverse
110,Turkey,NA,1,Buhurizade Mustafa Itri,1640-1712,2009,NA,"Musician, singer, composer and poet",₺100,Reverse
110,Turkey,NA,1,Yunus Emre,1238-1320,2009,NA,Poet and mystic,₺200,Reverse
111,Turkmenistan,NA,1,Togrul Beg,990-1063,2009,NA,Sultan of the Seljuq Empire,1 manat,Obverse
111,Turkmenistan,NA,1,Soltan Sanjar,1085-1157,2009,NA,"Governor of Khorasan (1097-1118); Sultan of the Seljuq Empire (1118-1153, also 1156-1157)",5 manat,Obverse
111,Turkmenistan,NA,1,Magtymguly Pyragy,1724-1807,2009,NA,Poet,10 manat,Obverse
111,Turkmenistan,NA,1,Görogly,,2009,NA,,20 manat,Obverse
111,Turkmenistan,NA,1,Dede Korkut,,2009,NA,,50 manat,Obverse
111,Turkmenistan,NA,1,Oghuz Khagan,,2009,NA,,100 manat,Obverse
111,Turkmenistan,NA,1,Saparmurat Atayevich Niyazov,1940-2006,2009 (not issued),NA,1st President of Turkmenistan (1990-2006),500 manat,Obverse
112,Ukraine,NA,1,Ivan Franko,1856–1916,2003,NA,"Poet, writer and journalist",₴20,obverse
112,Ukraine,NA,1,Mykhailo Hrushevsky,1866–1934,2004,NA,1st President of the Ukrainian People's Republic (1917–1918),₴50,obverse
112,Ukraine,NA,1,Bohdan Khmelnytsky,1595–1657,2004,NA,Hetman of Ukraine (1648–1657),₴5,obverse
112,Ukraine,NA,1,Ivan Mazepa,1640–1709,2004,NA,Hetman of Ukraine (1687–1708),₴10,obverse
112,Ukraine,NA,1,Taras Shevchenko,1814–1861,2006,NA,Poet; works considered to be the foundation of both the modern Ukrainian language and literature,₴100,obverse
112,Ukraine,NA,1,Hryhori Skovoroda,1722–1794,2006,NA,"Poet, philosopher and composer",₴500,obverse
112,Ukraine,NA,1,Lesya Ukrainka,1871–1913,2001,NA,Poet and writer,₴200,obverse
112,Ukraine,NA,1,Vladimir I,958-1015,2006,NA,Prince of Kiev and Novgorod (978-1015),₴1,obverse
112,Ukraine,NA,1,Yaroslav I,978-1054,2004,NA,Prince of Kiev and Novgorod,₴2,obverse
113,United Kingdom,NA,1,Charles Darwin,1809–1882,2000,NA,Naturalist,£10,reverse
113,United Kingdom,NA,1,Jane Austen,1775-1817,2017,NA,Novelist,£10,reverse
113,United Kingdom,NA,1,Elizabeth II,1926-,2002,NA,Queen of the United Kingdom (1952-),£5,obverse
113,United Kingdom,NA,1,Elizabeth II,1926-,2000,NA,Queen of the United Kingdom (1952-),£10,obverse
113,United Kingdom,NA,1,Elizabeth II,1926-,1999,NA,Queen of the United Kingdom (1952-),£20,obverse
113,United Kingdom,NA,1,Elizabeth II,1926-,2007,NA,Queen of the United Kingdom (1952-),£20,obverse
113,United Kingdom,NA,1,Elizabeth II,1926-,1994-2014,NA,Queen of the United Kingdom (1952-),£50,obverse
113,United Kingdom,NA,1,Elizabeth II,1926-,2011,NA,Queen of the United Kingdom (1952-),£50,obverse
113,United Kingdom,NA,1,Winston Churchill,1874-1965,2016,NA,Prime Minister of the United Kingdom (1940-1945; 1951-1955),£5,reverse
113,United Kingdom,NA,1,Elizabeth Fry,1780–1845,2001,NA,Prison and social reformer,£5,reverse
113,United Kingdom,NA,1,Adam Smith,1723–1790,2007,NA,Economist,£20,reverse
113,United Kingdom,NA,1,J. M. W. Turner,1775-1851,2020,NA,Landscape painter,£20,reverse
113,United Kingdom,NA,1,James Watt,1736-1819,2011,NA,Inventor,£50,reverse
113,United Kingdom,NA,1,Matthew Boulton,1728-1809,2011,NA,Manufacturer,£50,reverse
114,United Kingdom,NA,1,Sir Walter Scott,1771–1832,2007,NA,Historical novelist and poet; campaigner for the continuation of Scottish banknotes,£5,obverse
114,United Kingdom,NA,1,Sir Walter Scott,1771–1832,2007,NA,Historical novelist and poet; campaigner for the continuation of Scottish banknotes,£10,obverse
114,United Kingdom,NA,1,Sir Walter Scott,1771–1832,1999,NA,Historical novelist and poet; campaigner for the continuation of Scottish banknotes,£20,obverse
114,United Kingdom,NA,1,Sir Walter Scott,1771–1832,2007,NA,Historical novelist and poet; campaigner for the continuation of Scottish banknotes,£50,obverse
114,United Kingdom,NA,1,Sir Walter Scott,1771–1832,2007,NA,Historical novelist and poet; campaigner for the continuation of Scottish banknotes,£100,obverse
114,United Kingdom,NA,1,Lord Ilay,1682–1761,1987,NA,Founder and first governor of the Royal Bank of Scotland,£1,obverse
114,United Kingdom,NA,1,Lord Ilay,1682–1761,1987,NA,Founder and first governor of the Royal Bank of Scotland,£5,obverse
114,United Kingdom,NA,1,Lord Ilay,1682–1761,1987,NA,Founder and first governor of the Royal Bank of Scotland,£10,obverse
114,United Kingdom,NA,1,Lord Ilay,1682–1761,1987,NA,Founder and first governor of the Royal Bank of Scotland,£20,obverse
114,United Kingdom,NA,1,Lord Ilay,1682–1761,1987,NA,Founder and first governor of the Royal Bank of Scotland,£50,obverse
114,United Kingdom,NA,1,Lord Ilay,1682–1761,1987,NA,Founder and first governor of the Royal Bank of Scotland,£100,obverse
114,United Kingdom,NA,1,Robert Louis Stevenson,1850–1894,1994,NA,"Scottish novelist, poet, essayist and travel writer (special commemorative issue)[3]",£1,reverse
114,United Kingdom,NA,1,Alexander Graham Bell,1847–1922,1997,NA,Inventor of the telephone (special commemorative issue)[3],£1,reverse
114,United Kingdom,NA,1,Queen Elizabeth The Queen Mother,1900–2002,2000,NA,To mark the 100th birthday of The Queen Mother(special commemorative issue)[3],£20,reverse
114,United Kingdom,NA,1,Queen Elizabeth II,1926-,2002,NA,To mark the Golden Jubilee of Elizabeth II (special commemorative issue)[3],£5,reverse
114,United Kingdom,NA,1,Old Tom Morris,1821–1908,2004,NA,250th anniversary of The Royal and Ancient Golf Club of St Andrews(special commemorative issue)[3],£5,reverse
114,United Kingdom,NA,1,Jack Nicklaus,1940-,2005,NA,Notable American golfer (special commemorative issue)[3],£5,reverse
114,United Kingdom,NA,1,Queen Elizabeth II,1926-,2012,NA,To mark the Diamond Jubilee of Elizabeth II (special commemorative issue)[3][4],£10,reverse
114,United Kingdom,NA,1,Nan Shepherd,1893-1981,2016,NA,Novelist and poet,£5,obverse
114,United Kingdom,NA,1,Mary Somerville,1780-1872,2017,NA,Scientist,£10,obverse
114,United Kingdom,NA,1,Robert Burns,1759–1796,1998,NA,Notable Scottish poet,£5,obverse
114,United Kingdom,NA,1,Mary Slessor,1848–1915,1998,NA,Scottish missionary to Nigeria and campaigner for women's rights,£10,both
114,United Kingdom,NA,1,Robert the Bruce,1274–1329,1998,NA,King of the Scots (1306-1329),£20,obverse
114,United Kingdom,NA,1,Adam Smith,1723–1790,1998,NA,Economist and key figure of the Scottish Enlightenment,£50,both
114,United Kingdom,NA,1,Lord Kelvin,1824–1907,1998,NA,Mathematical physicist and engineer,£100,both
114,United Kingdom,NA,1,Alexander Fleming,1881–1955,2009,NA,Discoverer of penicillin,£5,obverse
114,United Kingdom,NA,1,William Arrol,1839-1913,2015 (commemorative),NA,"Civil engineer, bridge builder, and Liberal Unionist Party politician",£5,obverse
114,United Kingdom,NA,1,Robert Burns,1759–1796,2009,NA,Notable Scottish poet,£10,obverse
114,United Kingdom,NA,1,Robert the Bruce,1274–1329,2009,NA,King of the Scots (1306-1329),£20,obverse
114,United Kingdom,NA,1,Elsie Inglis,1864–1917,2009,NA,Doctor and suffragist,£50,obverse
114,United Kingdom,NA,1,Charles Rennie Mackintosh,1868-1928,2009,NA,Architect and designer,£100,obverse
115,United Kingdom,NA,1,John Boyd Dunlop,1840–1921,2005,NA,Founder of the Dunlop Pneumatic Tyre Company,£10,obverse
